"ordernum","region_abbr","admin_division_code","cpt_type_code","urgency_code","water_type_code","wo_status_code","org_type_code","wq_cpt_type_code","dma_code","street","estate","term","village","affect_building_code","building_tc","building_en","floor","isrepeatedcomplaint","relateorder","service_content","post","functionary","phone","coordinate_x","coordinate_y","region_receiving_date","create_time","finishtime","dm_update_time","dm_load_time"
"202605288427287554524",HKI,AD_HK_000004,CU_PE_100007,CU_EM_100001,WT_FC_000005,WO_PE_000001,CU_PE_000001,CP_WQ_000003,TWW_UH-DMA01,,,,,"1103126998",灣景中心大廈Ｃ座,Causeway Centre Block C,"3F",0,"202605288427287554512","(M)(P1) 告士打道 灣景中心大廈Ｃ座 3F, 怪味；異味；鏽味 管理處袁小姐 TEL:2600 4100 / 要求到場前通知",E/HKI(D6),Li Kui,"91235020",836213.000000,815686.000000,2025-04-28 00:00:00.000,2025-04-28 00:00:00.000,2025-05-03 00:00:00.000,2025-12-12 00:00:00.000,2025-12-12 00:00:00.000
"202605288427287554514",HKI,AD_HK_000004,CU_PE_100007,CU_EM_100002,WT_FC_000005,WO_PE_000002,CU_PE_000006,CP_WQ_000005,TWW_UH-DMA01,,,,,"1103126998",灣景中心大廈Ｃ座,Causeway Centre Block C,"3F",0,"202605288427287554512","(M)(P1) 告士打道 灣景中心大廈Ｃ座 3F, 黑點；黑粒 管理處袁小姐 TEL:2600 4100 / 要求到場前通知",E/HKI(D6),Zhu Tong,"91235010",836213.000000,815686.000000,2025-04-18 00:00:00.000,2025-04-18 00:00:00.000,2025-04-23 00:00:00.000,2025-12-12 00:00:00.000,2025-12-12 00:00:00.000
"202605288427287554510",HKI,AD_HK_000004,CU_PE_100005,CU_EM_100002,WT_FC_000005,WO_PE_000003,CU_PE_000002,CP_WQ_000002,TWW_UH-DMA01,,,,,"1103126998",灣景中心大廈Ｃ座,Causeway Centre Block C,"6F",0,"202605288427287554512","(M)(P1) 告士打道 灣景中心大廈Ｃ座 6F, 天拿水，油漆 管理處袁小姐 TEL:2600 4100 / 要求到場前通知",E/HKI(D6),Hu Yanzhuo,"91235006",836213.000000,815686.000000,2025-04-14 00:00:00.000,2025-04-14 00:00:00.000,2025-04-19 00:00:00.000,2025-12-12 00:00:00.000,2025-12-12 00:00:00.000
"202605288427287554521",HKI,AD_HK_000004,CU_PE_100004,CU_EM_100001,WT_FC_000005,WO_PE_000002,CU_PE_000001,CP_WQ_000008,TWW_UH-DMA01,,,,,"1103126998",灣景中心大廈Ｃ座,Causeway Centre Block C,"9F",0,"202605288427287554512","(M)(P1) 告士打道 灣景中心大廈Ｃ座 9F, 水黃；奶白；所有色 管理處袁小姐 TEL:2600 4100 / 要求到場前通知",E/HKI(D6),Suo Chao,"91235017",836213.000000,815686.000000,2025-04-25 00:00:00.000,2025-04-25 00:00:00.000,2025-04-30 00:00:00.000,2025-12-12 00:00:00.000,2025-12-12 00:00:00.000
"202605288427287554519",HKI,AD_HK_000004,CU_PE_100002,CU_EM_100001,WT_FC_000005,WO_PE_000003,CU_PE_000011,CP_WQ_000008,TWW_UH-DMA01,,,,,"1103126998",灣景中心大廈Ｃ座,Causeway Centre Block C,"9F",0,"202605288427287554512","(M)(P1) 告士打道 灣景中心大廈Ｃ座 9F, 水黃；奶白；所有色 管理處袁小姐 TEL:2600 4100 / 要求到場前通知",E/HKI(D6),Yang Zhi,"91235015",836213.000000,815686.000000,2025-04-23 00:00:00.000,2025-04-23 00:00:00.000,2025-04-28 00:00:00.000,2025-12-12 00:00:00.000,2025-12-12 00:00:00.000
"202605288427287554520",HKI,AD_HK_000004,CU_PE_100003,CU_EM_100002,WT_FC_000005,WO_PE_000002,CU_PE_000001,CP_WQ_000001,TWW_UH-DMA01,,,,,"1103126849",灣景中心大廈Ｂ座,Causeway Centre Block B,"1F",0,"202605288427287554512","(M)(P1) 告士打道 灣景中心大廈Ｂ座 1F, 集水區 管理處袁小姐 TEL:2600 4100 / 要求到場前通知",E/HKI(D6),Xu Ning,"91235016",836196.000000,815710.000000,2025-04-24 00:00:00.000,2025-04-24 00:00:00.000,2025-04-29 00:00:00.000,2025-12-12 00:00:00.000,2025-12-12 00:00:00.000
"202605288427287554515",HKI,AD_HK_000004,CU_PE_100007,CU_EM_100002,WT_RW_000001,WO_PE_000003,CU_PE_000007,CP_WQ_000003,TWW_UH-DMA01,,,,,"1103126849",灣景中心大廈Ｂ座,Causeway Centre Block B,"4F",0,"202605288427287554512","(M)(P1) 告士打道 灣景中心大廈Ｂ座 4F, 怪味；異味；鏽味 管理處袁小姐 TEL:2600 4100 / 要求到場前通知",E/HKI(D6),Lu Zhishen,"91235011",836196.000000,815710.000000,2025-04-19 00:00:00.000,2025-04-19 00:00:00.000,2025-04-24 00:00:00.000,2025-12-12 00:00:00.000,2025-12-12 00:00:00.000
"202605288427287554517",HKI,AD_HK_000004,CU_PE_100007,CU_EM_100002,WT_PE_000002,WO_PE_000002,CU_PE_000009,CP_WQ_000003,TWW_UH-DMA01,,,,,"1103126849",灣景中心大廈Ｂ座,Causeway Centre Block B,"4F",0,"202605288427287554512","(M)(P1) 告士打道 灣景中心大廈Ｂ座 4F, 怪味；異味；鏽味 管理處袁小姐 TEL:2600 4100 / 要求到場前通知",E/HKI(D6),Dong Ping,"91235013",836196.000000,815710.000000,2025-04-21 00:00:00.000,2025-04-21 00:00:00.000,2025-04-26 00:00:00.000,2025-12-12 00:00:00.000,2025-12-12 00:00:00.000
"202605288427287554522",HKI,AD_HK_000004,CU_PE_100005,CU_EM_100002,WT_FC_000005,WO_PE_000002,CU_PE_000003,CP_WQ_000006,TWW_UH-DMA01,,,,,"1103126849",灣景中心大廈Ｂ座,Causeway Centre Block B,"10F",0,"202605288427287554512","(M)(P1) 告士打道 灣景中心大廈Ｂ座 10F, 沙粒 管理處袁小姐 TEL:2600 4100 / 要求到場前通知",E/HKI(D6),Dai Zong,"91235018",836196.000000,815710.000000,2025-04-26 00:00:00.000,2025-04-26 00:00:00.000,2025-05-01 00:00:00.000,2025-12-12 00:00:00.000,2025-12-12 00:00:00.000
"202605288427287554512",HKI,AD_HK_000004,CU_PE_100002,CU_EM_100002,WT_FC_000005,WO_PE_000002,CU_PE_000004,CP_WQ_000003,TWW_UH-DMA01,,,,,"1103126849",灣景中心大廈Ｂ座,Causeway Centre Block B,"7F",0,,"(M)(P1) 告士打道 灣景中心大廈Ｂ座 7F, 怪味；異味；鏽味 管理處袁小姐 TEL:2600 4100 / 要求到場前通知",E/HKI(D6),Chai Jin,"91235008",836196.000000,815710.000000,2025-04-16 00:00:00.000,2025-04-16 00:00:00.000,2025-04-21 00:00:00.000,2025-12-12 00:00:00.000,2025-12-12 00:00:00.000
